-1.4  1.62978e-11
-1.3  1.01213e-11
-1.2  6.51572e-12
-1.1  4.26799e-12
-1  2.93075e-12
-0.9  2.0838e-12
-0.8  1.51613e-12
-0.7  1.24918e-12
-0.6  1.09452e-12
-0.5  9.96923e-13
-0.4  9.25508e-13
0.1  7.57706e-13
0.3  7.78412e-13
0.44  8.68838e-13

